cardholderid,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
LA-013-1042,23408.16,26335.21,0.2685,9095.24,4048.52,0.0575,0.0466,18970.59,19895.92,0.0932
KN-003-1181,18480.0,21387.97,0.3425,12428.57,6303.61,0.0767,0.0685,18028.57,18771.83,0.0959
LA-006-1017,25641.51,27158.86,0.2904,13619.05,6989.11,0.0575,0.0521,16774.19,19172.39,0.0849
KN-004-1200,20147.37,19158.34,0.2603,12461.54,6275.23,0.0712,0.0767,23000.0,23416.67,0.1315
LA-012-1051,25159.57,24377.98,0.2575,11823.53,6424.91,0.0466,0.0493,16583.33,18857.93,0.0986
LA-006-1102,19131.87,23845.9,0.2493,11739.13,6376.22,0.063,0.0356,13088.24,11694.0,0.0932
LA-015-1021,32621.62,30027.25,0.2027,12437.5,6975.85,0.0438,0.0767,21891.89,20774.96,0.1014
LA-014-1221,22043.96,22194.55,0.2493,11526.32,6149.69,0.0521,0.0411,22925.0,17801.45,0.1096
LA-002-1140,22214.29,24363.34,0.2685,10652.17,5253.65,0.063,0.0521,18852.94,24413.28,0.0932
LA-001-1099,24813.73,22117.03,0.2795,9117.65,4648.69,0.0466,0.0384,19434.78,25108.34,0.126
LA-009-1240,28770.83,27850.53,0.263,9750.0,5397.53,0.0438,0.0411,19650.0,20532.09,0.1096
LA-005-1028,22102.04,20681.93,0.2685,10833.33,5576.87,0.0658,0.0438,22827.59,26835.57,0.0795
LA-006-1040,25012.82,25109.89,0.2137,11250.0,6146.24,0.0548,0.074,22916.67,30459.69,0.0986
LA-012-1273,22387.1,24059.27,0.2548,11000.0,6164.41,0.0466,0.0575,24434.78,28104.29,0.126
LA-006-1052,22409.64,21094.47,0.2274,13333.33,6226.49,0.074,0.063,11837.84,8770.26,0.1014
KN-007-1078,21950.98,24681.49,0.2795,11333.33,5880.45,0.0658,0.0712,19743.59,19273.27,0.1068
LA-005-1053,20369.57,21009.01,0.2521,11842.11,5842.97,0.0521,0.0575,21583.33,23096.99,0.0658
LA-013-1011,21726.42,21867.36,0.2904,9952.38,5314.85,0.0575,0.0603,23375.0,27438.17,0.0658
KN-006-1237,20043.1,19589.88,0.3178,12137.93,5962.53,0.0795,0.0767,25128.21,20913.58,0.1068
LA-013-1009,22505.49,24378.21,0.2493,11307.69,6196.57,0.0356,0.0438,17461.54,16388.13,0.1068
LA-002-1093,23219.78,22960.74,0.2493,7000.0,2000.0,0.0192,0.0548,16472.22,13632.91,0.0986
LA-012-1245,24278.35,23820.4,0.2658,11944.44,6111.44,0.0493,0.0575,16354.17,18347.11,0.1315
KN-007-1086,20019.61,19070.47,0.2795,10333.33,5023.02,0.074,0.0658,15236.84,14793.05,0.1041
LA-005-1275,24058.14,24394.48,0.2356,9157.89,4206.65,0.0521,0.0438,20103.45,21468.16,0.0795
LA-003-1144,20500.0,23102.1,0.274,14647.06,6009.8,0.0466,0.0493,18633.33,16843.06,0.0822
LA-007-1275,23313.25,22779.39,0.2274,13117.65,6836.32,0.0466,0.0575,18619.05,19717.46,0.1151
LA-006-1077,23640.45,25257.87,0.2438,12578.95,5947.14,0.0521,0.0356,21761.9,23660.0,0.1151
LA-013-1280,23068.18,23172.41,0.2411,12157.89,6396.73,0.0521,0.0795,20704.55,24606.28,0.1205
KN-002-1184,24700.0,27465.59,0.3014,11812.5,5822.01,0.0438,0.0712,24241.38,28569.03,0.0795
LA-010-1002,21476.74,19958.03,0.2356,10041.67,5520.55,0.0658,0.0685,23305.56,25222.23,0.0986
LA-015-1141,28602.56,28423.67,0.2137,11880.0,5356.62,0.0685,0.0411,19116.28,20389.32,0.1178
LA-003-1197,20893.62,21968.44,0.2575,10928.57,5060.62,0.0384,0.0466,20128.21,23711.18,0.1068
LA-003-1156,26039.6,23409.37,0.2767,10318.18,5609.4,0.0603,0.0521,26315.79,29272.35,0.1041
LA-011-1108,21234.69,21994.28,0.2685,11272.73,5798.12,0.0301,0.0384,24242.42,25018.78,0.0904
KN-008-1172,19424.0,20790.14,0.3425,10148.15,5134.38,0.074,0.0438,20413.79,20839.43,0.1589
LA-004-1032,22427.08,20693.12,0.263,11066.67,5799.84,0.0411,0.0712,20447.37,20099.34,0.1041
KN-003-1004,20342.34,23320.88,0.3041,12800.0,6082.76,0.0685,0.0658,16217.39,14658.96,0.126
LA-002-1219,23028.85,26251.38,0.2849,12190.48,5827.68,0.0575,0.0712,23030.3,26715.5,0.0904
KN-003-1162,22298.51,24721.31,0.3671,10083.33,4844.69,0.0658,0.0575,20886.36,15860.17,0.1205
LA-006-1105,25019.61,25446.11,0.2795,12681.82,6424.55,0.0603,0.0384,24395.35,25875.29,0.1178
KN-002-1194,20803.42,19499.88,0.3205,12050.0,6202.5,0.0548,0.0493,25872.73,27604.38,0.1507
LA-007-1168,20931.37,22538.09,0.2795,10387.1,5541.83,0.0849,0.0466,25114.29,32771.73,0.0959
LA-014-1088,18876.4,22065.41,0.2438,12125.0,5596.13,0.0438,0.0493,24468.75,21226.86,0.0877
KN-003-1085,22451.92,25149.99,0.2849,9947.37,4858.83,0.0521,0.0466,19704.55,22373.76,0.1205
KN-006-1086,18689.08,18542.55,0.326,9666.67,4992.75,0.0658,0.074,25800.0,29790.42,0.137
LA-005-1148,27414.89,26889.82,0.2575,11529.41,6606.04,0.0466,0.0685,18978.72,22565.35,0.1288
LA-014-1191,25597.7,27748.65,0.2384,12812.5,6665.52,0.0438,0.0712,18500.0,22223.86,0.126
KN-004-1199,23160.0,25063.04,0.274,12521.74,6214.86,0.063,0.0411,20113.64,25323.23,0.1205
LA-009-1147,28539.47,24135.42,0.2082,10727.27,5408.83,0.0603,0.0521,19911.76,17559.19,0.0932
KN-005-1167,21009.35,21734.89,0.2932,13606.06,6082.45,0.0904,0.0712,16773.58,17234.4,0.1452
LA-010-1152,25386.36,26371.11,0.2411,8130.43,4148.43,0.063,0.0411,19629.63,22302.38,0.074
LA-004-1305,19806.12,21752.9,0.2685,11560.0,5553.38,0.0685,0.0384,22829.27,24962.87,0.1123
LA-007-1230,19817.39,22258.68,0.3151,11866.67,6186.01,0.0411,0.0411,19288.89,19446.46,0.1233
LA-014-1266,22250.0,24305.98,0.3178,13304.35,5579.47,0.063,0.0274,17677.42,21254.63,0.0849
KN-009-1158,16586.47,17726.94,0.3644,9714.29,5395.77,0.0575,0.0712,22944.44,27842.83,0.1479
LA-007-1175,26386.79,29109.5,0.2904,11133.33,5755.33,0.0411,0.0575,14934.78,17157.31,0.126
LA-014-1050,19920.79,20204.79,0.2767,10736.84,5905.2,0.0521,0.0548,17212.12,16695.35,0.0904
LA-005-1249,20044.94,21375.92,0.2438,12892.86,5977.36,0.0767,0.0411,29148.94,29259.69,0.1288
LA-015-1196,25436.17,25274.22,0.2575,12086.96,6052.14,0.063,0.0411,23948.72,27591.9,0.1068
LA-006-1225,21852.63,24192.04,0.2603,9750.0,4479.58,0.0438,0.0548,23722.22,24104.07,0.0986
LA-014-1077,22379.31,23530.9,0.2384,11250.0,5594.23,0.0329,0.0466,18761.9,21828.39,0.1151
LA-015-1139,24660.0,24019.44,0.274,12428.57,5644.21,0.0575,0.0411,22937.5,28929.21,0.0877
LA-012-1046,19793.1,20083.05,0.2384,11222.22,5765.57,0.0493,0.0521,16727.27,14009.53,0.0904
KN-003-1018,22862.07,24705.89,0.3178,10222.22,6440.27,0.0493,0.0603,22812.5,24675.23,0.0877
KN-001-1035,18906.78,20839.63,0.3233,10600.0,5440.59,0.0959,0.0795,27022.22,30753.78,0.1233
LA-009-1235,23287.36,21570.82,0.2384,13625.0,6721.85,0.0438,0.0411,23590.91,27954.55,0.1205
LA-002-1053,23382.98,25342.43,0.2575,13761.9,6196.0,0.0575,0.0575,19800.0,21538.52,0.1096
KN-005-1166,19767.86,21476.99,0.3068,12321.43,6037.25,0.0767,0.0795,19169.81,16861.12,0.1452
LA-005-1071,30989.25,28360.83,0.2548,12588.24,5810.11,0.0466,0.0466,22527.78,22244.72,0.0986
LA-005-1067,25578.95,25826.99,0.2603,12173.91,6042.67,0.063,0.074,19653.06,21163.6,0.1342
LA-005-1135,19714.29,22060.37,0.2685,8190.48,4319.94,0.0575,0.0658,23111.11,25196.12,0.0986
LA-015-1066,21032.97,22846.08,0.2493,12291.67,6804.6,0.0658,0.0603,30548.39,31596.24,0.0849
LA-006-1230,24958.33,23536.87,0.1973,11466.67,5604.42,0.0411,0.063,18533.33,19998.41,0.1233
LA-015-1169,20737.5,22699.88,0.2192,11263.16,6349.47,0.0521,0.0575,17538.46,19088.22,0.1068
LA-015-1038,24655.17,25254.9,0.2384,11833.33,6293.33,0.0329,0.0493,21764.71,26897.18,0.0932
LA-008-1120,25300.0,27447.47,0.274,12000.0,5808.04,0.0438,0.0795,17973.68,23165.08,0.1041
LA-013-1261,24678.57,23099.66,0.2301,7818.18,4400.41,0.0301,0.0548,21153.85,17108.34,0.0712
LA-013-1217,25000.0,25176.63,0.2822,9315.79,4190.63,0.0521,0.063,14914.29,15517.3,0.0959
LA-006-1026,22214.29,22797.29,0.2685,10571.43,6429.67,0.0384,0.0521,18061.22,24208.65,0.1342
LA-004-1278,25295.92,25304.83,0.2685,9705.88,6028.73,0.0466,0.0438,25531.91,27637.29,0.1288
LA-009-1071,25991.15,25882.8,0.3096,11384.62,5107.81,0.0356,0.0356,14861.11,12198.72,0.0986
LA-003-1249,22380.95,23913.45,0.2301,15461.54,6091.19,0.0356,0.0603,21375.0,20736.05,0.0877
KN-009-1018,19754.9,22308.12,0.2795,11454.55,5578.25,0.0603,0.0603,19326.09,22901.78,0.126
LA-011-1008,26313.95,27866.6,0.2356,13133.33,6864.68,0.0411,0.0384,23750.0,26210.97,0.1425
KN-005-1026,19276.42,20959.88,0.337,12153.85,6454.1,0.0712,0.0411,17415.09,19834.35,0.1452
LA-010-1069,26692.31,23489.34,0.2849,12285.71,6404.24,0.0575,0.0521,19864.86,20618.44,0.1014
LA-005-1197,26338.98,26767.19,0.3233,13520.0,6021.63,0.0685,0.0411,16263.16,19592.72,0.1041
LA-004-1113,26188.89,25427.97,0.2466,12444.44,6317.32,0.0493,0.0411,16515.15,15688.61,0.0904
LA-010-1160,25485.98,25292.76,0.2932,10923.08,5857.8,0.0712,0.0438,20916.67,25223.96,0.1315
LA-010-1217,19341.18,18457.51,0.2329,10550.0,6452.05,0.0548,0.0466,17714.29,20145.31,0.1342
LA-011-1165,24068.97,25320.18,0.2384,8666.67,3395.5,0.0493,0.0329,27162.16,29954.14,0.1014
LA-007-1130,25346.94,25226.44,0.2685,12684.21,6566.35,0.0521,0.0521,20725.0,26348.73,0.1096
LA-002-1043,26376.47,26813.28,0.2329,11827.59,5812.97,0.0795,0.074,30405.41,27728.3,0.1014
LA-012-1132,24886.36,26828.72,0.2411,13333.33,5974.69,0.0329,0.063,21027.78,27160.36,0.0986
LA-010-1014,26431.58,27391.43,0.2603,12000.0,6339.6,0.0603,0.0548,19521.74,17557.36,0.063
LA-012-1261,19979.17,24243.06,0.263,10789.47,5883.87,0.0521,0.0329,17685.71,22336.69,0.0959
KN-009-1186,18428.57,19819.33,0.3068,14640.0,6310.57,0.0685,0.0685,24086.96,23451.91,0.126
LA-015-1078,24025.42,24021.52,0.3233,11636.36,6067.44,0.0603,0.0411,20896.55,21940.41,0.0795
LA-002-1273,23120.69,24107.06,0.3178,9470.59,5351.61,0.0466,0.0521,24533.33,28737.5,0.0822
LA-010-1027,23779.07,25245.8,0.2356,12923.08,6368.19,0.0712,0.0384,19000.0,27296.72,0.1014
LA-003-1027,23567.01,22516.15,0.2658,13615.38,6305.27,0.0356,0.0548,17129.03,14195.64,0.0849
LA-001-1068,22622.22,24066.66,0.2466,12000.0,5964.18,0.0411,0.0438,17805.56,22037.4,0.0986
LA-007-1226,24843.75,25806.7,0.263,11526.32,6095.25,0.0521,0.0685,21608.7,26405.47,0.063
LA-011-1215,20037.5,19267.89,0.2192,13409.09,6269.04,0.0603,0.0411,20219.51,21005.37,0.1123
KN-003-1039,19893.81,20347.15,0.3096,10400.0,5879.49,0.0548,0.0603,21913.04,20517.55,0.126
LA-014-1089,22452.63,24843.24,0.2603,10062.5,5221.35,0.0438,0.0712,22571.43,26572.65,0.0767
LA-013-1174,21500.0,25847.4,0.2356,13850.0,5833.43,0.0548,0.0603,18955.56,19806.97,0.1233
RI-001-1119,21157.64,24119.64,0.5562,10894.74,5336.21,0.1041,0.1041,24963.86,26630.46,0.2274
KN-007-1092,19776.7,21879.32,0.2822,11941.18,6348.92,0.0466,0.0438,19692.31,23223.35,0.1068
KN-006-1209,21486.49,23504.69,0.3041,11657.14,5572.74,0.0959,0.0575,23189.66,26015.15,0.1589
KN-010-1053,19455.22,20516.13,0.3671,11920.0,5915.52,0.0685,0.0548,21023.26,21705.26,0.1178
KN-007-1203,20152.54,21259.34,0.3233,12863.64,6189.82,0.0603,0.0548,16035.71,20180.07,0.1534
LA-001-1204,24600.0,23496.62,0.2192,12000.0,6147.31,0.0548,0.0712,18937.5,20667.78,0.0877
LA-010-1105,23758.24,23330.64,0.2493,12333.33,5729.18,0.0493,0.0658,26181.82,32005.33,0.0904
LA-014-1109,22061.86,22682.97,0.2658,10687.5,5793.32,0.0438,0.0575,22051.28,26349.82,0.1068
LA-001-1169,25252.63,26038.42,0.2603,13285.71,6194.64,0.0384,0.0658,18177.78,17173.3,0.1233
LA-014-1090,22927.27,22529.78,0.3014,11259.26,5012.24,0.074,0.063,20120.0,24274.48,0.137
LA-015-1064,23285.71,25052.07,0.2493,10083.33,6185.88,0.0329,0.0301,20513.51,21240.19,0.1014
KN-003-1104,20638.66,24246.17,0.326,11760.0,5371.84,0.0685,0.0712,23100.0,25285.51,0.137
LA-015-1255,27115.38,27718.43,0.2137,11800.0,6395.72,0.0548,0.0384,22432.43,26987.18,0.1014
LA-007-1163,21473.68,23225.92,0.2603,11826.09,5741.81,0.063,0.0329,23069.77,22709.76,0.1178
LA-015-1074,22932.04,22833.7,0.2822,13227.27,6480.24,0.0603,0.0575,20425.0,22559.2,0.1096
KN-006-1043,25247.52,29137.06,0.2767,12960.0,6044.83,0.0685,0.0603,17339.62,20247.45,0.1452
KN-003-1019,19135.59,21447.98,0.3233,12300.0,5457.92,0.0274,0.0685,16444.44,18919.15,0.1233
RI-002-1093,20116.67,19974.92,0.4932,11027.03,5746.91,0.1014,0.1151,18900.0,20641.43,0.2466
LA-009-1258,23916.67,25368.69,0.1973,12461.54,6262.46,0.0712,0.0603,20105.26,23174.76,0.1041
LA-004-1306,21279.07,23681.54,0.2356,11653.85,5919.07,0.0712,0.063,19875.0,21185.43,0.0877
LA-009-1043,26353.66,25723.3,0.2247,11952.38,6028.9,0.0575,0.0575,18513.51,23378.08,0.1014
KN-008-1010,20133.33,23434.06,0.2877,12478.26,6302.02,0.063,0.0493,26837.84,28416.07,0.1014
LA-002-1067,21131.87,22485.16,0.2493,9473.68,4992.98,0.0521,0.0685,21146.34,25928.33,0.1123
LA-006-1171,23554.22,26270.75,0.2274,10357.14,4870.27,0.0767,0.0466,22023.26,25608.3,0.1178
KN-009-1002,20851.56,23834.76,0.3507,13384.62,5879.3,0.0712,0.0712,22097.56,19534.34,0.1123
LA-013-1173,24043.48,26063.28,0.2521,12550.0,5744.33,0.0548,0.0411,21178.57,22182.83,0.0767
KN-005-1163,18980.0,21040.6,0.274,8692.31,3838.07,0.0356,0.0849,21096.15,23979.78,0.1425
LA-007-1239,25476.64,27384.52,0.2932,10650.0,5824.4,0.0548,0.0521,19642.86,20272.32,0.1151
LA-010-1049,22907.22,20815.7,0.2658,10750.0,5709.64,0.0438,0.0548,21687.5,24979.27,0.0877
LA-011-1065,18293.58,18638.03,0.2986,13761.9,6796.36,0.0575,0.0685,24589.74,30397.99,0.1068
KN-004-1176,20514.02,20834.64,0.2932,13000.0,6379.66,0.0575,0.0822,25804.35,25403.08,0.126
LA-008-1072,22897.96,24441.17,0.2685,10333.33,4690.42,0.0493,0.0247,25500.0,28369.05,0.0932
LA-004-1175,19270.0,20630.89,0.274,13000.0,6449.81,0.0438,0.0548,16909.09,19731.58,0.0904
LA-004-1094,23600.0,23081.91,0.2603,11888.89,6392.27,0.0247,0.0493,15847.83,19712.34,0.126
LA-009-1034,21412.5,21633.13,0.2192,13090.91,6774.28,0.0301,0.0685,18638.3,20290.74,0.1288
LA-015-1062,22250.0,26960.54,0.2521,9458.33,5107.36,0.0658,0.0712,16609.76,18825.35,0.1123
LA-004-1236,22771.74,21473.27,0.2521,9944.44,4952.39,0.0493,0.0575,23700.0,24261.61,0.1096
LA-002-1237,25979.17,24804.07,0.263,11608.7,6415.46,0.063,0.0356,21775.0,24203.72,0.1096
LA-008-1104,24740.0,25114.53,0.274,10750.0,5810.41,0.0658,0.0384,19000.0,20445.05,0.0904
LA-001-1160,22237.11,24306.97,0.2658,12500.0,6196.77,0.0438,0.063,23178.57,22560.3,0.0767
LA-003-1046,20326.73,21278.68,0.2767,10925.93,5690.25,0.074,0.0466,20780.49,20635.54,0.1123
LA-004-1062,25882.35,27311.44,0.2329,11388.89,5668.68,0.0493,0.0493,20978.72,23166.21,0.1288
KN-003-1166,19629.63,22258.71,0.2959,11291.67,5937.93,0.0658,0.074,21650.0,19917.2,0.1096
KN-004-1094,21269.57,23896.83,0.3151,12241.38,5889.79,0.0795,0.0548,18941.18,22359.26,0.1397
KN-003-1088,18591.84,19891.37,0.2685,11960.0,6334.3,0.0685,0.0521,24275.0,27660.94,0.1096
LA-003-1149,26046.51,28402.12,0.2356,10470.59,4874.91,0.0466,0.0521,19000.0,23915.29,0.0959
LA-001-1047,23383.84,25870.44,0.2712,13095.24,6323.8,0.0575,0.0411,18826.09,21439.64,0.126
LA-015-1079,24563.11,26325.89,0.2822,13470.59,6462.56,0.0466,0.0356,18100.0,22469.12,0.1096
LA-015-1168,26975.9,25933.77,0.2274,12062.5,5697.59,0.0438,0.0356,24636.36,29670.92,0.0904
KN-006-1139,22778.85,22142.5,0.2849,12000.0,6048.82,0.0493,0.063,19518.52,19140.73,0.1479
LA-008-1242,22755.32,26042.02,0.2575,11842.11,5852.47,0.0521,0.0521,19781.25,21122.89,0.0877
KN-010-1006,19357.72,21463.71,0.337,11545.45,5457.43,0.0603,0.0795,24512.82,22170.24,0.1068
KN-009-1041,19651.16,21089.71,0.3534,9000.0,4604.35,0.0849,0.0493,22000.0,22822.42,0.1425
KN-005-1074,21469.03,22416.14,0.3096,13400.0,6595.45,0.0685,0.063,26651.16,29302.11,0.1178
LA-004-1222,24192.31,21262.15,0.2849,13187.5,6368.87,0.0438,0.0521,23695.65,23016.78,0.126
LA-002-1022,19758.24,20616.79,0.2493,12655.17,6060.86,0.0795,0.0438,14195.65,12836.79,0.126
LA-011-1199,24756.1,21744.06,0.2247,11214.29,5963.72,0.0384,0.0411,17025.64,16787.35,0.1068
LA-004-1312,19521.28,20793.26,0.2575,9857.14,5749.34,0.0384,0.0384,14028.57,14099.41,0.0959
LA-004-1235,27179.78,27578.22,0.2438,11529.41,6587.09,0.0466,0.0493,18069.77,19792.25,0.1178
LA-003-1174,19948.98,21523.6,0.2685,10333.33,5562.48,0.0493,0.0658,21411.76,24312.51,0.0932
LA-012-1157,26510.42,27040.32,0.263,12958.33,6293.4,0.0658,0.0466,17025.64,19354.7,0.1068
LA-011-1245,22691.49,26903.26,0.2575,12909.09,6194.54,0.0603,0.0767,20256.41,19683.97,0.1068
LA-003-1251,23238.1,25716.07,0.2301,9733.33,5535.17,0.0411,0.0603,17600.0,20363.25,0.0822
LA-015-1281,25256.76,23729.68,0.2027,12045.45,5851.15,0.0603,0.0274,16785.71,15440.1,0.0767
LA-007-1185,18220.18,20379.89,0.2986,13105.26,6172.47,0.0521,0.0712,15054.05,18145.93,0.1014
LA-008-1296,26184.78,25469.19,0.2521,10952.38,4737.89,0.0575,0.0548,22844.44,26339.53,0.1233
KN-008-1044,21701.61,24652.37,0.3397,11966.67,5945.05,0.0822,0.0575,21621.62,29810.84,0.1014
LA-010-1180,20844.44,23236.89,0.2466,11200.0,6074.97,0.0548,0.0575,27700.0,29448.96,0.1096
LA-014-1244,21367.82,18628.01,0.2384,13000.0,6531.97,0.0438,0.0658,22763.16,24604.37,0.1041
LA-012-1067,28481.93,28697.06,0.2274,12523.81,6185.62,0.0575,0.0329,19162.79,20420.5,0.1178
KN-004-1133,20516.67,23561.82,0.3288,11850.0,6351.75,0.0548,0.0603,15850.0,17120.31,0.1096
RI-001-1026,21156.63,25074.18,0.4548,10800.0,5545.68,0.1233,0.1205,16743.24,20113.42,0.2027
LA-002-1125,22910.0,21049.77,0.274,11437.5,6120.66,0.0438,0.0356,24090.91,26166.57,0.1205
LA-015-1161,23410.53,27689.58,0.2603,13687.5,6640.47,0.0438,0.063,16281.25,20084.07,0.0877
LA-010-1130,23894.74,24564.3,0.3123,11600.0,5382.51,0.0411,0.0548,15333.33,14631.14,0.1068
KN-004-1046,20903.51,21138.38,0.3123,12457.14,6050.49,0.0959,0.0548,12959.18,16897.93,0.1342
LA-011-1005,24578.43,25076.29,0.2795,11555.56,5766.84,0.074,0.0438,29589.74,31612.55,0.1068
LA-009-1087,27890.11,26633.92,0.2493,11454.55,5578.25,0.0603,0.0521,17318.18,15542.55,0.1205
LA-009-1210,20715.79,22918.29,0.2603,11900.0,6298.7,0.0548,0.0603,21187.5,27102.48,0.0877
LA-009-1202,24259.26,23005.64,0.2959,10700.0,5750.06,0.0548,0.074,19387.1,20642.48,0.0849
KN-006-1168,21992.25,24389.26,0.3534,13125.0,6124.17,0.0658,0.0685,21863.64,23683.56,0.1205
KN-006-1223,19855.77,20627.73,0.2849,13217.39,6215.5,0.063,0.0658,23206.9,26007.93,0.1589
LA-006-1068,27697.92,26453.98,0.263,9555.56,4758.26,0.074,0.0712,27687.5,28280.21,0.0877
LA-001-1158,24350.0,24257.2,0.274,12500.0,6620.67,0.0274,0.0356,17216.22,20356.73,0.1014
LA-007-1123,21276.32,23146.83,0.2082,12833.33,6022.02,0.0493,0.0438,18333.33,15569.2,0.0986
KN-006-1028,19973.21,21958.38,0.3068,10700.0,5873.08,0.0822,0.0603,19022.22,19767.38,0.1233
LA-003-1064,26700.93,25044.95,0.2932,10250.0,5118.59,0.0438,0.0712,16500.0,14597.47,0.0822
LA-001-1269,22494.38,24143.1,0.2438,10050.0,6056.53,0.0548,0.0767,14631.58,17964.56,0.1041
LA-010-1090,22106.19,21332.56,0.3096,14120.0,5840.38,0.0685,0.0603,18159.09,24636.84,0.1205
LA-002-1042,21531.65,23419.71,0.2164,12379.31,6230.19,0.0795,0.0466,21720.93,24994.6,0.1178
LA-006-1086,24969.07,24563.46,0.2658,13437.5,6131.54,0.0438,0.063,16400.0,16943.04,0.1096
LA-002-1072,18426.97,18547.17,0.2438,12615.38,6238.84,0.0356,0.0356,19410.26,22972.2,0.1068
KN-008-1015,22000.0,25779.74,0.3342,13588.24,6277.03,0.0932,0.0685,21240.0,22299.04,0.137
KN-008-1096,20539.68,23325.75,0.3452,11484.85,6300.4,0.0904,0.0767,23413.04,27130.61,0.126
LA-003-1267,25550.0,25905.18,0.274,11571.43,5581.86,0.0575,0.0384,23675.0,26054.57,0.1096
LA-010-1179,25364.71,22037.22,0.2329,11896.55,5728.03,0.0795,0.0575,18378.38,24399.85,0.1014
KN-002-1058,21336.21,25026.23,0.3178,11444.44,5800.09,0.074,0.0603,23522.73,20274.27,0.1205
LA-012-1250,26052.63,28105.63,0.3123,9176.47,4475.42,0.0466,0.0548,19384.62,21320.56,0.0712
LA-004-1041,23804.35,21782.76,0.2521,10347.83,4715.63,0.063,0.0466,16180.0,17786.36,0.137
KN-006-1228,22244.44,26950.61,0.3699,11040.0,6003.33,0.0685,0.0658,25296.3,29781.36,0.1479
LA-012-1040,24806.12,23974.07,0.2685,9680.0,4955.8,0.0685,0.0521,18354.84,19729.08,0.0849
LA-009-1079,23663.55,24149.28,0.2932,12611.11,6203.78,0.0493,0.0493,20305.56,24035.47,0.0986
LA-005-1147,23500.0,24347.25,0.2685,9066.67,4742.91,0.0411,0.0329,25250.0,23981.56,0.1096
LA-003-1041,23071.43,25371.16,0.2685,11428.57,5813.97,0.0384,0.0438,21783.78,23056.86,0.1014
LA-008-1262,22050.63,26726.49,0.2164,11466.67,5488.52,0.0411,0.0521,20250.0,22133.03,0.0877
KN-009-1151,18896.83,21004.32,0.3452,13260.87,6239.3,0.063,0.0438,21234.04,24688.68,0.1288
LA-010-1058,25159.29,24134.88,0.3096,9000.0,5692.1,0.0164,0.0548,21935.48,23007.15,0.0849
LA-011-1196,20685.71,23226.03,0.2877,10333.33,5287.0,0.0411,0.0493,21425.0,25520.12,0.1096
KN-005-1103,16725.93,18817.83,0.3699,10277.78,4713.01,0.0493,0.0438,16395.35,18138.54,0.1178
LA-009-1167,20145.63,21605.83,0.2822,12444.44,6382.16,0.0493,0.0575,25600.0,29348.31,0.1096
LA-006-1006,22925.93,21162.34,0.2219,11529.41,6699.98,0.0466,0.0384,17250.0,19982.25,0.0877
KN-006-1224,20899.22,24039.63,0.3534,13363.64,5794.46,0.0603,0.074,22440.0,25749.31,0.137
LA-001-1103,25234.69,27837.08,0.2685,10444.44,5725.19,0.0247,0.0438,17152.17,22877.42,0.126
KN-002-1209,20021.58,25018.97,0.3808,12888.89,5713.23,0.074,0.0658,23982.76,25564.15,0.1589
LA-008-1273,21531.25,23302.11,0.263,13043.48,5834.68,0.063,0.0438,13914.29,12866.67,0.0959
LA-008-1157,23585.37,25255.22,0.2247,10052.63,5582.45,0.0521,0.0356,21437.5,26095.28,0.0877
LA-014-1055,27021.28,25710.12,0.2575,10789.47,5958.92,0.0521,0.0493,20875.0,24086.58,0.1096
LA-002-1221,20184.47,20397.88,0.2822,12555.56,5511.72,0.0493,0.0356,22514.29,25175.12,0.0959
KN-002-1089,19610.0,20763.65,0.274,12181.82,6184.75,0.0603,0.0712,21000.0,18842.55,0.1342
LA-013-1256,26572.92,26979.81,0.263,11238.1,5898.35,0.0575,0.0466,18485.71,20637.45,0.0959
LA-004-1168,19123.46,21998.51,0.2219,12304.35,5896.34,0.063,0.0548,18444.44,21352.08,0.0986
LA-011-1231,27366.97,29148.93,0.2986,9642.86,4732.98,0.0384,0.0575,27457.14,30965.2,0.0959
KN-003-1114,20460.0,23420.8,0.274,12083.33,5860.08,0.0658,0.0384,23355.56,20017.21,0.1233
LA-011-1269,22843.75,25857.23,0.263,13650.0,6028.66,0.0548,0.0575,21162.16,23226.56,0.1014
LA-005-1200,29428.57,30127.27,0.3068,12133.33,5950.59,0.0411,0.0384,20750.0,17884.35,0.0986
LA-014-1272,23534.88,22537.65,0.2356,11800.0,5662.43,0.0548,0.0575,19533.33,19758.43,0.0822
LA-009-1206,28373.49,28292.77,0.2274,8894.74,5173.59,0.0521,0.0493,24630.43,25226.4,0.126
LA-008-1148,23729.73,25331.96,0.3041,12444.44,6335.91,0.0493,0.0493,25318.18,27884.12,0.1205
LA-003-1213,22958.76,22784.73,0.2658,9000.0,4129.48,0.0548,0.0685,20225.81,20330.12,0.0849
KN-007-1063,17145.45,20311.26,0.3014,11655.17,5935.82,0.0795,0.0521,24469.39,27520.52,0.1342
KN-004-1203,23390.91,26108.84,0.3014,10423.08,5629.73,0.0712,0.0712,18666.67,15853.5,0.1068
KN-007-1069,17138.46,19318.13,0.3562,13176.47,6784.5,0.0466,0.0493,18767.44,19215.37,0.1178
LA-002-1083,25346.15,24993.42,0.2137,10000.0,4935.95,0.0329,0.0795,24342.11,22642.08,0.1041
LA-006-1080,23590.0,23388.72,0.274,11937.5,5720.94,0.0438,0.0411,19677.42,20611.3,0.0849
